45029, 100000.0
32400, 100000.0
24393, 99995.18417663487
3336, 99989.3676619584
46768, 99974.87699500257
883, 99948.76626790142
45033, 99940.90713269971
45028, 99935.14455235684
45030, 99929.5254859001
45038, 99919.8602652711
53064, 99917.6703765818
24394, 99912.76727824856
32689, 99912.29127491135
32399, 99896.10985965542
45040, 99889.87665423175
10885, 99880.45694973762
36914, 99874.32082526309
45802, 99868.18545468399
28638, 99840.7995064023
24395, 99840.03900001524
32844, 99769.979547923
8067, 99755.97945470683
7491, 99755.55239498243
33368, 99750.61774785424
45041, 99743.8334051513
28634, 99739.3742699626
2885, 99736.05389636762
45803, 99727.70650508493
45800, 99726.33121673949
45181, 99703.52593054633
8558, 99700.8715230831
5561, 99695.32616358642
12324, 99684.14252896073
46909, 99665.14558040642
45032, 99655.4840757612
46098, 99598.26387685095
45581, 99573.53140873277
19849, 99572.49130643693
19848, 99567.19657707376
52902, 99562.6586857732
20646, 99544.46400591622
45804, 99543.56625883818
6920, 99537.5659441975
11614, 99518.15256066277
8557, 99518.15256066277
5916, 99509.32221364435
44900, 99507.85851074531
46910, 99504.69517093213
4098, 99485.2002178364
45037, 99462.97679602556
45801, 99459.15593420331
4101, 99451.18495773512
980, 99435.57686472053
44898, 99431.19239086476
47136, 99419.54948241108
10884, 99415.26067712197
45031, 99399.05139321585
5918, 99329.51516311216
7298, 99316.39094197872
10958, 99311.6877643325
46095, 99302.65891180318
13690, 99289.30674384505
12945, 99278.16701382314
6852, 99230.01762541845
48254, 99216.59110446036
20647, 99117.2258640817
46097, 99113.5720456655
881, 99112.21364341189
44901, 99060.48155870313
33341, 99035.31389605116
880, 98993.84790983291
12325, 98939.25183380544
16502, 98935.09771314675
10886, 98911.20662454245
50325, 98858.89187073003
52158, 98856.04925003064
16616, 98822.4162190843
45805, 98816.64221167374
32688, 98803.42041412453
44903, 98800.53443587429
6746, 98778.05750566979
16614, 98772.70736290806
16617, 98761.49720431505
46096, 98745.40740004812
16619, 98721.42193735104
32401, 98706.18142076708
33343, 98698.60937761789
8068, 98666.89375187898
45109, 98623.50935044877
4979, 98608.43814520485
878, 98605.14627955941
16615, 98556.813626454
3036, 98545.69872388575
7299, 98519.44972160994
53014, 98462.46302643316
16618, 98443.00459883745
4978, 98394.04592609206
11804, 98387.35253522593
16861, 98379.82932782409
14192, 98243.54951593847
12546, 98219.4392015624
44848, 98177.96403866536
45039, 98155.86133365285
44904, 98136.79942797459
3140, 98104.84716026466
53013, 98102.46075718197
47137, 98022.7207396276
51631, 97987.95821352444
5393, 97985.21123930861
45042, 97983.65468895131
37029, 97961.04450575064
22563, 97954.13537803025
5040, 97914.25536633478
5041, 97847.5107848416
37028, 97841.8044882666
49012, 97841.43930794678
23705, 97833.95371207925
2229, 97829.52679504405
6690, 97791.52656104206
28636, 97784.18538202076
3138, 97709.74156551623
22314, 97700.09131058643
6151, 97697.86109833879
47140, 97646.00325276841
5920, 97604.2386118025
22644, 97578.71570219478
6153, 97568.09266110363
24419, 97541.59054291892
12547, 97538.41488541345
23463, 97503.67762608538
6154, 97489.49053927723
42381, 97477.02925307423
42380, 97476.71209827469
53307, 97474.265544903
22238, 97438.07996312768
23989, 97407.25963586167
44850, 97407.03342068521
47142, 97400.83553363383
6152, 97393.23628152919
24905, 97391.69848192348
36855, 97346.31004386068
28635, 97322.77354905834
3139, 97309.13572364538
14501, 97309.09057163207
4280, 97308.23269134042
22787, 97292.61288511768
14500, 97179.31643916677
35480, 97163.10775242392
46570, 97147.48949613894
17008, 97145.10444078909
38032, 97123.59923140371
876, 97101.78882146327
36636, 97096.88844853011
47135, 97094.64073651387
7301, 97044.85812903485
23494, 97022.54442496218
18824, 96961.53721675367
33342, 96940.02357454873
888, 96921.92365675581
14453, 96918.96738176004
7869, 96895.63705534386
17859, 96892.4137860935
950, 96857.19564012563
29654, 96849.09953490863
10693, 96840.60231689471
37354, 96837.51685414012
51311, 96801.13217266556
37280, 96799.43429285684
45035, 96783.79872644151
50561, 96728.66784712905
5917, 96719.56725166156
6633, 96715.68663621673
47139, 96709.35342700749
882, 96671.59439409927
32152, 96658.49484548437
886, 96656.66831974308
5255, 96652.21366840693
885, 96620.24132577136
44639, 96619.08394977094
5914, 96615.7455205009
47141, 96554.7152072553
12042, 96552.35916900088
32783, 96530.31577900809
884, 96524.98421284219
17860, 96503.75265170514
45036, 96493.09597537464
28633, 96468.9495536622
19038, 96376.2048450234
32402, 96362.52105049131
38135, 96354.55169894715
33361, 96334.23581756894
4279, 96333.61629569199
12039, 96279.92518531509
51748, 96229.3846813189
12041, 96208.50362808681
38035, 96170.82589481224
29331, 96155.52498853736
47134, 96154.07011264846
18057, 96141.63933223765
887, 96126.30365001378
11036, 96078.16906699604
38033, 96066.15395397863
44849, 96059.37752355162
16503, 96006.07948653975
47138, 95984.416592521
10695, 95940.24229903189
5921, 95937.65282236169
49624, 95877.91424646198
4955, 95837.12251730381
5919, 95832.30516424202
38226, 95815.92978576617
46569, 95805.03056447778
32493, 95784.33324868506
8559, 95782.27713280528
982, 95773.96607463434
16875, 95709.4076852233
18823, 95688.31505409854
46130, 95681.3298969025
45831, 95679.49646212265
24903, 95678.71072586911
10469, 95668.10454940259
52245, 95614.80376449734
10808, 95611.75232652079
3144, 95605.21418665782
46311, 95604.5168378488
52357, 95591.92272611869
2720, 95582.86050517145
11448, 95564.61057395671
20165, 95560.0382941514
10468, 95554.59567433782
11010, 95551.11272300479
17168, 95545.32287832545
4281, 95544.4087564637
879, 95534.70273185759
14150, 95528.4797268366
